ISO,Year,yrsoffc,eiec,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
IDN,2008,4,7,0,0,240157903,-0.639086068,-0.262719125,8929.9864,0.587444635,0.42080633,1.33E+12,2,0,2,0,0,0,5,1,0.33333334,0,1,0,5.510508319,0.310158316,1.99077775,3.209572254,0.028080827,4.492747952,2.849109446,2.826013383,2.194729688,1.081073612,3.710915398,1.792200091,-1,0,1,-2,0,-3,4,1,0,0,0,0,1.098634227,-0.062168453,-0.653773422,1.814576101,-0.100882535,0.759569457,-0.663230376,0.591753756,0.066526989,0.109354111,-0.003984292,0.094211235
IND,2008,4,7,1,0,1207930964,-0.339097977,-0.009732914,5118.1089,0.586133478,0.574286204,3.58E+12,4,0,1,3,0,3,1,1,1.5,0.5,3.5,0.5,6.257606029,0.281196284,2.339657824,3.636751921,0.030586499,4.875491538,3.599545351,3.363484928,2.032214142,1.053918226,3.52529827,1.51742595,2,0,0,2,0,1,-2,0,0,0,0,0,1.821645332,0.150937892,0.086755895,1.583951545,-0.131554973,1.324056172,0.457793935,0.917853322,0.16676685,0.227928544,0.018648986,0.253723028
JPN,2008,8,7,0,1,128063000,1.32388854,1.451748848,35883.8258,0.367649435,0.268184489,3.74E+12,3,1,1,1,0,3,1,1,3,1.5,4.5,3,7.415256793,0.11615068,2.6227742,4.676331913,0.024490943,6.092364003,4.086583682,4.325075235,1.750380403,0.866241142,3.135834457,1.249065658,-1,0,-2,1,0,-2,-2,-1,-0.0555556,-0.1666666,0,0,2.489012477,-0.031541422,-0.17152404,2.692077938,-0.222619527,2.172107036,0.024357072,1.485537044,0.109179133,0.209667818,-0.014267747,0.132137349
KOR,2008,1,7,0,1,49054708,0.425825089,0.994486928,34279.0841,0.478623738,0.386636957,1.28E+12,2,0,2,0,0,0,2,0,3.1388888,1.1666666,5.25,3,6.092857711,0.228646591,2.10711206,3.75709906,0.017578726,5.073338065,3.309405762,3.250637931,1.755762867,0.939997639,3.078775117,1.248515862,-1,-1,0,0,0,-1,-1,0,-0.1666668,0,0,-0.5,1.322454737,0.032509785,-0.815011417,2.104956369,-0.162237429,1.232944346,-0.452648957,0.835549242,0.08957807,0.1721379,-0.021911712,0.118508031
MEX,2008,2,7,0,1,110374288,-0.309849888,0.160689965,25314.791,0.755809736,0.371373183,1.68E+12,2,0,1,1,0,3,1,1,0.75,0,2.25,0,18.10477115,0.087315881,5.502750954,12.51470432,0.011669555,16.94118573,8.55698507,13.09256771,1.97539735,0.777258078,3.2434473,1.905486883,1,0,1,0,-1,2,1,1,0,0,0,0,11.69132333,-0.041076382,2.051217686,9.681182026,-0.716956869,9.330044388,1.974979151,5.39937304,0.196773793,0.179664475,0.011785908,0.398871075
NOR,2008,3,7,1,0,4768212,1.891875744,1.832813621,85466.8966,0.424784484,0.249234744,3.02667E+14,0,0,0,0,0,0,0,1,2.9722223,3.1666667,4.75,1,4.004260971,0.154395984,2.208645954,1.641219033,0.076751134,2.063545532,3.074624304,1.392588363,2.464586998,1.441645646,4.306816387,1.645298939,0,0,0,0,0,0,0,1,0.1666667,0.5,0,0,-0.584270142,0.056805297,0.639105249,-1.280180688,0.023412468,-1.468227119,1.082234555,-0.794497618,0.252271551,0.393271934,0.07897762,0.284565073
NZL,2008,9,7,1,0,4259800,2.297525167,1.669064879,40858.7078,0.436655162,0.539990908,1.24516E+14,1,1,0,0,1,1,1,0,0.80555558,0.16666667,1.25,1,4.340366163,0.152416227,2.148919296,2.03903064,0,2.629504942,3.125263443,1.889138596,2.396500897,1.39499534,4.145854028,1.648653322,1,1,0,0,1,1,1,0,0.16666668,0,0,0.5,0.186005236,0.093140854,0.579021003,-0.486156621,-0.068291419,-0.549279207,1.190194666,-0.266228247,0.226800109,0.334754912,0.05888423,0.286761177
RUS,2008,8,7,0,0,142742366,-1.125228643,-0.416781843,31383.0341,0.612119479,0.638178384,3.49E+12,2,1,1,0,0,1,1,0,0.66666669,0.5,1.5,0,3.649559574,0.213874973,1.779968719,1.655715882,0.098210696,2.159658139,2.74298161,1.401978257,2.315346814,1.252141898,3.924213798,1.769684755,2,1,1,0,0,1,1,0,0,0,0,0,-0.204196301,0.127236141,0.157763595,-0.489196037,0.060869606,-0.60683628,0.822848517,-0.36015849,0.231334946,0.294751593,0.079726902,0.319526357
TUR,2008,6,7,0,0,71051678,0.11532557,0.289960533,22995.6301,0.587373175,0.285224766,1.04E+12,1,0,0,1,0,1,0,0,1.6388888,0.66666669,2,2.25,4.393911626,0.300626875,2.065079068,2.028205683,0.031355601,2.725081287,3.064807225,1.800045141,2.256869851,1.24863992,3.916783212,1.605186419,-2,0,-3,1,0,0,-5,-1,0.0277776,-0.16666662,0.25,0,0.554223852,0.245741839,0.613123031,-0.304641018,-0.025345898,-0.179146199,1.269713376,-0.123469537,0.198138103,0.281496706,0.011939721,0.300977869
USA,2008,8,7,0,1,304093966,1.437633395,1.605075598,61502.7136,0.562363557,0.409824631,1.36E+13,24,0,7,17,0,23,11,18,1.8888888,0.66666669,3,2,3.706442795,0.390932394,1.95309421,1.362416192,0.02385305,2.140190859,2.406035186,0.774481639,2.07103517,0.821828151,3.874665726,1.516611651,17,0,3,14,-1,14,3,8,0.2222222,0.16666669,0,0.5,-1.544896421,-0.196537557,0.269679768,-1.618038632,-0.120922166,-2.633138686,-0.522575015,-0.669910414,0.089162807,0.143430827,-0.009326986,0.133384671
ZAF,2008,4,7,1,0,51114599,0.153828725,0.332178503,18459.2475,0.696804852,0.889101344,5.39783E+14,4,0,2,2,0,4,4,1,0.3888889,0.16666667,1,0,5.522431704,0.21010527,2.216777194,3.09554924,0.038503849,4.09971566,3.242425188,2.752337657,2.207746895,1.197742039,3.824438206,1.601060453,3,0,2,1,0,2,1,1,-0.05555555,-0.16666667,0,0,1.039613266,0.031763693,0.034255315,0.973594259,-0.081113284,0.456294155,0.323895557,0.331300471,0.16228654,0.25191978,0.048059997,0.186879864
AUS,2009,2,7,1,0,21691653,2.041763067,1.701963782,53526.5226,0.488097205,0.615568382,8.60234E+14,13,1,0,12,0,14,0,7,2.5277777,1.3333334,4.75,1.5,6.867563997,0.273677281,2.453727464,4.140159252,0.251358545,5.686396403,3.487594048,1.168739673,2.177465505,1.11988114,3.521409513,1.891105806,7,1,-1,7,0,9,-1,2,0.1666665,0,0.25,0.25,1.387074341,-0.009420468,0.364741676,1.031753134,0.237529018,1.334431306,0.413901135,-1.465224222,0.103598994,0.0650941,-0.036339716,0.282042513
BRA,2009,7,7,1,0,192079951,-0.079985611,-0.151303574,18545.6556,0.676549504,0.405696911,2.38E+12,3,0,2,1,0,4,4,2,0.22222222,0.16666667,0.5,0,6.972419086,0.416520603,2.783930966,3.771967518,0.184184336,6.117731019,4.092453014,1.386026134,2.181125547,1.096658009,3.494466219,1.952252407,3,0,2,1,0,3,3,1,0,0,0,0,-0.406165211,0.220574825,0.102982808,-0.729722844,0.140415245,0.042185784,-0.016918396,-2.904713965,0.181978855,0.091413504,0.027872434,0.42665057
CAN,2009,3,7,0,1,33630069,2.051796675,1.742083311,47769.5609,0.496996045,0.479045665,1.24E+12,3,0,1,2,0,2,1,0,3.1944444,0.33333334,5.75,3.5,13.51594089,0.158735397,4.767895071,8.589310426,0.064423917,12.54976076,7.841207519,3.794923724,2.275450961,1.058961934,3.179527721,2.587863285,-4,-1,-3,0,0,-1,-3,-1,0.25,0,0,0.75,-4.811661848,0.097151487,-0.740837076,-4.167976259,0.0570547,-4.735364048,-0.759932052,-9.550812788,0.356097973,0.253216072,0.02965202,0.785425683
CHE,2009,2,7,0,0,7743831,2.060199976,1.945025682,68116.347,0.412415035,0.108133249,4.15405E+14,2,0,0,2,0,2,0,0,3.3611112,1.3333334,5,3.75,6.038914815,0.777464301,3.4959958,1.765454714,0.030079178,5.001365686,4.718141622,0.779417679,2.663661232,1.401299615,4.296147008,2.293537058,-5,-4,-1,0,0,-3,-2,0,0.1944445,0.3333334,0.25,0,1.119410853,0.68220643,1.213758545,-0.776554122,-0.003173576,1.748939947,1.339010299,-1.660284544,0.246304611,0.071690668,0.136634764,0.530588366
CHL,2009,4,7,1,0,17009731,1.321234822,1.137571573,24769.9145,0.737711434,0.310611774,2.90081E+14,0,0,0,0,0,0,0,0,0.52777779,0.33333334,1.25,0,7.04079869,0.264045711,2.515835987,4.260916993,0.235389342,6.330072326,3.834415902,1.526688791,2.063080691,1.015709488,3.301279165,1.872253416,-2,0,-1,-1,0,-1,-2,0,0,0,0,0,0.209335758,0.086322922,0.07548312,0.047529717,0.19619259,0.493670783,0.064616827,-2.563661099,0.166615597,0.103037547,0.034192791,0.362616387
CHN,2009,6,3,1,0,1331260000,-0.519456625,0.093242049,9726.8602,0.562670193,0.995726161,9.86E+12,5,0,0,5,1,5,0,1,0.97222221,0.66666669,1.75,0.5,8.108486715,0.417961152,3.279700649,4.410824915,0,6.989086611,4.86337671,1.747165676,2.522810473,1.224561027,3.960488688,2.383381674,2,0,-1,3,1,3,-2,1,0.16666663,0,0,0.5,0.63048321,0.153962834,0.523765122,-0.047244746,-0.030403802,0.765712902,0.84412861,-2.822189619,0.222033224,0.135415966,0.084592126,0.44609148
EUE,2009,1,7,0,1,420560997,0.956072608,1.115369372,41532.2,0.493687849,0.246555394,1.65301E+13,5,1,4,0,0,4,5,0,3.075408604,1.65106546,4.970213465,2.60494688,6.183021207,0.482096188,1.678171008,4.022754011,0.126351405,5.361334318,2.984049233,1.821281323,1.913494363,1.022749521,3.099118953,1.618614581,2,1,2,-1,0,3,2,-1,0.252200667,0.06576811,0.158566759,0.532267118,0.292135895,-0.095288478,-0.361625381,0.749049753,-0.027029806,0.590295267,-0.048586506,-1.027504314,0.215919765,0.061440369,0.139013426,0.447305481
GBR,2009,2,7,1,0,62276270,1.623889804,1.508096457,44450.1373,0.496839047,0.226449055,2.10E+12,8,2,1,5,0,6,4,4,2.6666667,2,5,1,5.81355757,0.65031912,3.203675591,1.959562859,0.05885721,5.017092646,4.290717753,0.78418384,2.604665779,1.34706625,4.119181536,2.347749545,4,2,-2,4,0,5,1,4,0.1944444,-0.1666667,0.25,0.5,0.743027716,0.438617925,1.054585679,-0.750175887,-0.009695716,1.423407562,0.967759552,-1.871946143,0.24733089,0.061693579,0.115732681,0.564566387
IDN,2009,5,7,0,0,243220028,-0.889640629,-0.330059111,9471.2492,0.598619715,0.420585018,1.44E+12,7,1,5,1,0,4,7,1,0.33333334,0,1,0,7.235816957,0.258903814,2.469561965,4.507351178,0.188188846,6.193405524,3.496254356,1.407621693,2.320942289,1.170778931,3.710691143,2.081356751,5,1,3,1,0,4,2,0,0,0,0,0,1.725308638,-0.051254502,0.478784216,1.297778925,0.160108018,1.700657572,0.64714491,-1.41839169,0.126212601,0.089705318,-0.000224255,0.28915666
IND,2009,5,7,1,0,1225524753,-0.452406287,-0.003295789,5193.1348,0.596489769,0.564335689,3.72E+12,5,0,4,1,0,3,5,1,1.5833334,0.5,3.5,0.75,7.069185614,0.5335781,2.473460917,4.062146598,0.151668689,6.359048788,3.685371405,1.723780851,2.225042187,1.125879106,3.585963295,1.963284165,1,0,3,-2,0,0,4,0,0.0833334,0,0,0.25,0.811579586,0.252381816,0.133803093,0.425394677,0.121082191,1.483557249,0.085826054,-1.639704077,0.192828044,0.071960881,0.060665025,0.445858215
JPN,2009,1,7,0,1,128047000,1.369224548,1.450104356,33886.4746,0.355088561,0.269837549,3.54E+12,9,0,3,6,0,6,3,0,3.1111112,1.8333334,4.5,3,7.464525897,0.336673332,2.280062295,4.84779027,0.290179082,6.920702407,3.621461022,1.972814682,1.973015716,0.95197921,3.214424604,1.752643359,6,-1,2,5,0,3,2,-1,0.1111112,0.3333334,0,0,0.049269103,0.220522652,-0.342711905,0.171458357,0.265688139,0.828338404,-0.46512266,-2.352260553,0.222635313,0.085738068,0.078590147,0.503577701
KOR,2009,2,7,0,1,49307835,0.499742419,1.024816155,34191.754,0.472301288,0.389430233,1.29E+12,3,0,1,2,0,3,3,1,3.3055556,1.1666666,5.5,3.25,7.489261927,0.301579479,2.377607842,4.810074606,0.303743885,6.537802476,3.327890566,1.509818374,1.951303427,1.049542296,3.125492358,1.678875629,1,0,-1,2,0,3,1,1,0.1666668,0,0.25,0.25,1.396404216,0.072932888,0.270495782,1.052975546,0.286165159,1.464464411,0.018484804,-1.740819557,0.195540559,0.109544657,0.046717241,0.430359767
MEX,2009,3,7,0,1,111999721,-0.365960121,0.141515777,23636.6526,0.749257494,0.389226531,1.61E+12,3,0,1,2,0,2,2,0,0.80555558,0.16666667,2.25,0,13.63309788,0.108170127,4.903171987,8.621755771,0.049836988,12.69677577,7.997510065,3.79595865,2.343240079,1.01842065,3.262271067,2.749028591,1,0,0,1,0,-1,1,-1,0.05555558,0.16666667,0,0,-4.47167327,0.020854246,-0.599578967,-3.892948549,0.038167433,-4.244409958,-0.559475005,-9.296609062,0.367842729,0.241162572,0.018823767,0.843541707
NOR,2009,4,7,1,0,4828726,1.984983444,1.837609529,76705.1194,0.396680119,0.244909443,2.75638E+14,1,1,0,0,0,2,0,1,3.6666667,3,5,3,5.510991291,0.896849331,2.924400005,1.689741955,0.037125496,4.482738309,4.209688037,0.924013121,2.654643716,1.431125856,4.383218872,2.1495864,1,1,0,0,0,2,0,0,0.6944444,-0.1666667,0.25,2,1.50673032,0.742453347,0.715754051,0.048522922,-0.039625638,2.419192777,1.135063733,-0.468575243,0.190056718,-0.01051979,0.076402485,0.504287461
NZL,2009,1,7,0,1,4302600,2.380318642,1.848079324,40619.9458,0.467867696,0.526783905,1.25284E+14,0,0,0,0,0,0,0,0,0.8888889,0.16666667,1.5,1,5.966514923,0.868601726,3.263315408,1.834597789,0.058139726,4.933279652,4.49273346,0.846938555,2.651411426,1.469244814,4.304435484,2.180553959,-1,-1,0,0,-1,-1,-1,0,0.08333332,0,0.25,0,1.62614876,0.716185499,1.114396112,-0.204432851,0.058139726,2.30377471,1.367470017,-1.042200041,0.254910529,0.074249475,0.158581456,0.531900636
RUS,2009,1,7,0,0,142785348,-1.141306877,-0.497236013,28771.7278,0.586251129,0.655689601,3.22E+12,7,1,3,3,0,5,4,1,0.66666669,0.5,1.5,0,4.87007733,0.656890178,2.863205572,1.349981579,0.091768213,4.041259017,3.788919216,0.483759401,2.517110837,1.310628615,4.052632483,2.1880714,5,0,2,3,0,4,3,1,0,0,0,0,1.220517756,0.443015205,1.083236853,-0.305734302,-0.006442483,1.881600878,1.045937606,-0.918218855,0.201764024,0.058486717,0.128418685,0.418386645
TUR,2009,7,7,0,0,72039206,0.087655708,0.289779067,21440.3458,0.603479041,0.305562209,9.88286E+14,1,0,1,0,0,0,1,0,1.6944444,0.83333331,2,2.25,5.746421969,0.790275554,3.113972094,1.842174321,0.072227632,4.755293428,4.255332164,0.767967141,2.519439414,1.34297464,4.110424418,2.104919158,0,0,1,-1,0,-1,1,0,0.0555556,0.16666662,0,0,1.352510343,0.489648679,1.048893027,-0.186031363,0.04087203,2.03021214,1.190524939,-1.032078001,0.262569562,0.09433472,0.193641206,0.499732739
USA,2009,1,7,1,0,306771529,1.286476374,1.502984643,59173.1144,0.556953714,0.392268371,1.32E+13,17,0,6,11,0,16,10,5,2.3333333,1,3,3,4.499741521,0.340499581,1.675460377,2.483781564,0.159227384,3.582182623,2.321892811,0.539482916,2.203628872,0.884806942,3.873159848,1.85291982,-7,0,-1,-6,0,-7,-1,-13,0.4444445,0.33333331,0,1,0.793298726,-0.050432813,-0.277633833,1.121365372,0.135374334,1.441991765,-0.084142375,-0.234998723,0.132593702,0.062978791,-0.001505878,0.33630817
ZAF,2009,1,7,1,0,51728516,0.125426695,0.310807675,18230.036,0.689906511,0.856150662,5.45652E+14,3,1,0,2,0,3,0,0,1.1111112,0.33333334,1,2,6.425887507,0.54142457,2.774221445,3.110241492,0.125875253,5.409672678,3.941324578,1.230740762,2.374602839,1.239285169,3.868517777,2.016005543,-1,1,-2,0,0,-1,-4,-1,0.7222223,0.16666667,0,2,0.903455803,0.331319299,0.557444252,0.014692252,0.087371403,1.309957019,0.69889939,-1.521596895,0.166855944,0.04154313,0.044079571,0.41494509
AUS,2010,3,7,1,0,22031750,2.02361083,1.763391376,53740.0301,0.486551874,0.607534024,8.79885E+14,5,1,2,2,0,4,4,0,2.8333333,1.5,4.75,2.25,4.984889061,0.569308854,2.121569979,2.294010229,0.077153126,3.664885979,2.636117972,0.532867073,2.280341486,1.030834372,3.769457541,2.040732595,-8,0,2,-10,0,-10,4,-7,0.3055556,0.1666666,0,0.75,-1.882674935,0.295631573,-0.332157485,-1.846149023,-0.174205419,-2.021510424,-0.851476075,-0.6358726,0.102875982,-0.089046768,0.248048028,0.149626789
BRA,2010,8,7,1,0,193701929,0.043806359,-0.086862549,19581.3798,0.681031537,0.404586908,2.56E+12,3,1,1,1,0,2,2,0,0.22222222,0.16666667,0.5,0,4.074853183,0.22719615,2.31164831,1.536008723,0.027604066,2.417526937,2.831200646,0.310843136,2.22242705,1.032238778,3.688933155,1.946109227,0,1,-1,0,0,-2,-2,-2,0,0,0,0,-2.897565903,-0.189324452,-0.472282656,-2.235958794,-0.15658027,-3.700204081,-1.261252368,-1.075182998,0.041301504,-0.064419232,0.194466936,-0.00614318
CAN,2010,4,7,0,1,34005902,2.061873198,1.777826786,48551.0943,0.502022507,0.475997958,1.28E+12,4,0,4,0,0,0,5,0,3.6111112,0.33333334,5.75,4.75,3.297784595,0.106054337,1.993187605,1.198542653,0.005390265,1.563300682,3.463638209,0.093356123,2.104217961,0.921546245,3.24250837,2.148599408,1,0,3,-2,0,-2,4,0,0.4166668,0,0,1.25,-10.2181563,-0.05268106,-2.774707466,-7.390767773,-0.059033652,-10.98646008,-4.37756931,-3.701567601,-0.171233,-0.13741569,0.062980649,-0.439263877
CHE,2010,3,7,0,0,7824909,2.064142466,1.870959163,69372.8893,0.433740501,0.108191594,4.28929E+14,1,0,0,1,0,2,0,0,3.3333333,1.5,5,3.5,3.241303143,0.295278631,2.389255605,0.556768906,0.05961535,1.191727196,2.741459656,0.174485686,2.690823209,1.307177671,4.376453167,2.388838751,-1,0,0,-1,0,0,0,0,-0.0277779,0.1666666,0,-0.25,-2.797611673,-0.48218567,-1.106740195,-1.208685808,0.029536173,-3.809638489,-1.976681966,-0.604931992,0.027161978,-0.094121944,0.080306159,0.095301693
CHL,2010,1,7,1,0,17181464,1.441626906,1.157241821,25745.9962,0.7426794,0.29770023,3.07056E+14,2,0,1,1,0,1,1,0,0.58333331,0.5,1.25,0,4.402853871,0.34641612,2.235248656,1.821189095,0.021034068,2.842891657,2.802329108,0.367365167,2.093735507,0.95068756,3.490410921,1.840108072,2,0,1,1,0,1,1,0,0.05555552,0.16666666,0,0,-2.63794482,0.082370409,-0.28058733,-2.439727899,-0.214355273,-3.487180669,-1.032086794,-1.159323624,0.030654816,-0.065021928,0.189131756,-0.032145344
CHN,2010,7,3,1,0,1337705000,-0.570009887,0.091844857,10509.3398,0.566500727,0.973114851,1.07E+13,9,0,4,5,0,7,4,1,1.3055556,0.66666669,2.75,0.5,3.048990838,0.459880084,1.707954397,0.881156358,0.030357094,1.643383797,2.496939747,0.167299097,2.530253323,1.140852584,3.979033715,2.470873751,4,0,4,0,-1,2,4,0,0.33333339,0,1,0,-5.059495877,0.041918932,-1.571746252,-3.529668557,0.030357094,-5.345702814,-2.366436963,-1.579866579,0.007442851,-0.083708443,0.018545027,0.087492077
EUE,2010,2,7,0,1,421299449,1.045470137,1.187852452,41663.6,0.491928355,0.24830342,1.66559E+13,3,0,3,0,0,0,3,0,3.117690782,1.593165514,5.014742118,2.745164625,3.075370179,0.353670571,1.326724719,1.39497489,0.02438838,2.70813337,1.831893908,0.255030779,2.029587627,0.994844241,3.297039324,1.796879318,-2,-1,-1,0,0,-4,-2,0,0.042282178,-0.057899946,0.044528653,0.140217745,-3.107651027,-0.128425617,-0.351446289,-2.62777912,-0.101963025,-2.653200948,-1.152155326,-1.566250544,0.116093264,-0.02790528,0.197920371,0.178264738
GBR,2010,3,7,1,0,62766365,1.605673909,1.617997527,41497.8498,0.467274336,0.225517136,1.98E+12,3,1,1,1,0,4,1,0,3.3611112,1.8333334,5,3.25,3.094346426,0.115983018,2.333550315,0.644813093,0.014973805,1.00111145,2.705586578,0.12239788,2.616375349,1.299066945,4.209741933,2.340317138,-5,-1,0,-4,0,-2,-3,-4,0.6944445,-0.1666666,0,2.25,-2.719211145,-0.534336102,-0.870125276,-1.314749767,-0.043883405,-4.015981196,-1.585131176,-0.66178596,0.01170957,-0.047999305,0.090560397,-0.007432407
IDN,2010,6,7,0,0,246305322,-0.803534508,-0.266941011,10846.3216,0.555173408,0.412783377,1.68E+12,6,0,1,5,0,5,3,0,0.66666669,0,1,1,4.41676319,0.656595523,1.907723134,1.852444533,0.080173549,3.170274771,2.543223483,0.475609562,2.41469243,1.091683746,3.938185081,2.214208549,-1,-1,-4,4,0,1,-4,-1,0.33333335,0,0,1,-2.819053767,0.397691709,-0.561838831,-2.654906645,-0.108015297,-3.023130753,-0.953030872,-0.932012131,0.093750141,-0.079095185,0.227493938,0.132851797
IND,2010,6,7,1,0,1243481564,-0.463754565,0.031655986,5504.4006,0.607006294,0.543301026,4.03E+12,6,3,1,2,1,7,3,2,1.6944444,0.33333334,3.75,1,4.070367548,0.291136469,2.093327484,1.685903595,0,2.618516134,2.69181599,0.232181031,2.315686256,1.078086918,3.74935417,2.119617681,1,3,-3,1,1,4,-2,1,0.111111,-0.16666666,0.25,0.25,-2.998818066,-0.242441631,-0.380133432,-2.376243003,-0.151668689,-3.740532654,-0.993555415,-1.49159982,0.090644069,-0.047792188,0.163390875,0.156333516
JPN,2010,1,7,0,0,128070000,1.553623199,1.522350907,35187.0412,0.357681373,0.272114184,3.70E+12,3,1,0,2,0,2,0,0,3.2222221,1.6666666,4.5,3.5,4.931430883,0.26562698,2.513426308,2.152377596,0.015413569,3.404546099,3.276772917,0.427464639,2.038461217,0.896344377,3.46222791,1.75681137,-6,1,-3,-4,0,-4,-3,0,0.1111109,-0.1666668,0,0.5,-2.533095014,-0.071046353,0.233364013,-2.695412674,-0.274765512,-3.516156308,-0.344688105,-1.545350044,0.0654455,-0.055634833,0.247803307,0.004168011
KOR,2010,3,7,0,1,49554112,0.426656723,1.147816181,35952.3342,0.488377661,0.395050377,1.37E+12,3,1,2,0,0,3,3,1,3.3888888,1.1666666,5.5,3.5,4.924057627,0.319409538,2.234353738,2.370294351,0.027045264,3.364624672,2.786701986,0.36759837,2.044337802,0.978340743,3.408085041,1.746587647,0,1,1,-2,0,0,0,0,0.0833332,0,0,0.25,-2.565204301,0.017830059,-0.143254103,-2.439780256,-0.276698621,-3.173177804,-0.54118858,-1.142220004,0.093034376,-0.071201553,0.282592683,0.067712018
MEX,2010,4,7,0,1,113623895,-0.439748138,0.096291386,24276.5844,0.742705465,0.378796426,1.68E+12,0,0,0,0,0,1,0,0,0.75,0,2.25,0,3.365878228,0.085402325,2.151493,1.128982903,0.0040683,1.380880355,3.687916308,0.088177107,2.153781824,0.886964625,3.301272277,2.273108709,-3,0,-1,-2,0,-1,-2,0,-0.05555558,-0.16666667,0,0,-10.26721966,-0.022767802,-2.751678987,-7.492772868,-0.045768687,-11.31589541,-4.309593757,-3.707781543,-0.189458256,-0.131456025,0.03900121,-0.475919881
NOR,2010,5,7,1,0,4889252,2.07725215,1.873542428,78818.1614,0.413300876,0.252592414,2.87455E+14,0,0,0,0,0,0,1,0,3.6666667,3,5,3,2.983969856,0.241406477,2.251365117,0.491198262,0.005123329,1.233142757,2.426918885,0.077911512,2.798791044,1.389953988,4.459306198,2.547112876,-1,-1,0,0,0,-2,1,-1,0,0,0,0,-2.527021436,-0.655442854,-0.673034888,-1.198543693,-0.032002167,-3.249595552,-1.782769152,-0.846101608,0.144147327,-0.041171868,0.076087326,0.397526476
NZL,2010,2,7,0,1,4350700,2.3294034,1.811324596,40359.757,0.507672678,0.52150166,1.26036E+14,0,0,0,0,0,0,0,0,0.83333331,0.5,1.5,0.5,3.202342218,0.177361556,2.387873498,0.637107164,0.010983117,1.305719324,2.61632413,0.108497477,2.695253275,1.375688367,4.340883274,2.369188125,0,0,0,0,0,0,0,0,-0.05555559,0.33333333,0,-0.5,-2.764172705,-0.69124017,-0.87544191,-1.197490625,-0.047156609,-3.627560328,-1.87640933,-0.738441078,0.04384185,-0.093556448,0.03644779,0.188634167
RUS,2010,2,7,0,0,142849468,-1.099214792,-0.601686895,29794.7495,0.549109079,0.655987803,3.36E+12,1,0,1,0,0,2,1,0,0.66666669,0.5,1.5,0,3.26563239,0.155641005,2.321522733,0.788468652,0.012150128,1.308954367,2.521188957,0.192596338,2.588649277,1.272724493,4.226133132,2.267090172,-6,-1,-2,-3,0,-3,-3,-1,0,0,0,0,-1.60444494,-0.501249172,-0.54168284,-0.561512928,-0.079618086,-2.732304651,-1.267730259,-0.291163064,0.071538439,-0.037904122,0.173500649,0.079018772
TUR,2010,8,7,0,0,73142150,0.025415225,0.315034986,22761.1078,0.594609975,0.2934808,1.07E+12,3,0,1,2,0,3,2,1,2.5555556,0.66666669,4.75,2.25,3.240348919,0.167981282,2.383554034,0.688813604,0.017329953,1.397936061,2.6107304,0.139372711,2.557122352,1.281054916,4.165101089,2.225211001,2,0,0,2,0,3,1,1,0.8611112,-0.16666662,2.75,0,-2.50607305,-0.622294272,-0.73041806,-1.153360717,-0.054897678,-3.357357366,-1.644601764,-0.62859443,0.037682939,-0.061919723,0.054676671,0.120291843
USA,2010,2,7,1,0,309327143,1.265258074,1.552272081,60117.4164,0.567538177,0.396541019,1.36E+13,3,0,2,1,0,1,4,0,2.0277777,0.83333331,3,2.25,3.740202408,0.248934317,2.277710661,1.21355743,0.018587273,2.12271153,2.632912999,0.249556679,2.354713578,0.80350794,4.011565466,2.249067265,-14,0,-4,-10,0,-15,-6,-5,-0.3055556,-0.16666669,0,-0.75,-0.759539113,-0.091565263,0.602250284,-1.270224133,-0.140640111,-1.459471093,0.311020188,-0.289926237,0.151084707,-0.081299002,0.138405618,0.396147444
