ISO,Year,yrsoffc,eiec,execrlc,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,EPS,EPS_MKT,EPS_NMKT,TECHSUP,EPS_CC,EPS_MKT_CC,EPS_NMKT_CC,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,SpatialLag.EPS_CC,SpatialLag.EPS_MKT_CC,SpatialLag.EPS_NMKT_CC
DEU,2012,7,7,Right,0,1,80425823,1.817630172,1.530975819,49165.8577,0.482326664,0.230755311,3.30E+12,4,0,1,3,3.0555556,0.66666669,5.5,3,2.933333333,0.8,5,3.243866421,0.304875746,1.239051157,1.699939518,2.603373148,1.026352001,4.248375616,2.535391812,2.586897006,1.083151709,4.142147497
DEU,2013,8,7,Right,0,1,80645605,1.798000813,1.5104146,49199.1815,0.494853731,0.234071672,3.31E+12,3,0,1,2,3.2222223,0.66666669,5.5,3.5,3.1,0.8,5,3.443452766,0.325470548,1.158012613,1.959969606,2.659363534,1.095873958,4.435770052,2.446446591,2.590459679,1.167488742,4.157443705
DEU,2014,9,7,Right,0,1,80982500,1.812294841,1.664824605,50141.4727,0.498066027,0.219277942,3.38E+12,2,1,0,1,3.1111112,0.83333331,5.5,3,3,1,5,3.347542685,0.266656016,1.026420816,2.054465854,2.838132385,1.488217094,4.502482848,2.523697235,2.774035136,1.536047079,4.262361094
DEU,2015,10,7,Right,0,1,81686611,1.775833249,1.656397581,50756.1742,0.496584449,0.217308532,3.43E+12,3,1,2,0,3.0277777,0.83333331,5.5,2.75,2.916666667,1,5,2.613362809,0.237763834,1.05883079,1.316768185,2.870704444,1.599635433,4.552038202,2.460439843,2.81408944,1.675068289,4.306760187
DEU,2016,11,7,Right,0,1,82348669,1.781293988,1.66018796,51747.0391,0.494692972,0.213052933,3.51E+12,13,0,0,13,3.0833333,1,5.5,2.75,2.983333333,1.2,5,2.920301655,0.050182103,1.295638605,1.574480947,2.881786085,1.572824813,4.783742816,2.288790782,2.850059856,1.662546671,4.598842115
DEU,2017,12,7,Right,0,1,82657002,1.796975613,1.613111734,52967.5934,0.491874927,0.203784067,3.60E+12,3,0,0,3,3.0277777,0.83333331,5.5,2.75,2.916666667,1,5,3.168279334,0.413119604,0.885132731,1.870026999,2.90563746,1.617533614,4.751311603,2.34806739,2.863716484,1.667853908,4.575228154
DEU,2018,1,7,Left,1,0,82905782,1.898398638,1.523563743,53327.3773,0.486959163,0.195174667,3.64E+12,3,0,1,2,3.25,1,5.5,3.25,3.15,1.2,5,2.910919451,0.199076458,1.174723387,1.537119607,2.947056065,1.713741985,4.821738053,2.305688303,2.908547454,1.78149552,4.638458538
DEU,2019,2,7,Left,1,0,83092962,1.865103364,1.495345831,53751.832,0.515512514,0.181001371,3.68E+12,6,2,0,4,3.3055556,1.1666666,5.5,3.25,3.216666667,1.4,5,3.16969626,1.074442544,1.13561374,0.959639977,2.972701859,1.796331904,4.851122288,2.270651398,2.930735799,1.858829643,4.662726355
DEU,2020,3,7,Left,1,0,83160871,1.825341582,1.313688159,51596.9879,0.509848227,0.174280106,3.54E+12,7,1,2,4,3.4722223,1.1666666,5.5,3.75,3.383333333,1.4,5,3.091174918,0.3285471,1.126946527,1.635681292,3.069554676,1.838081325,4.862366479,2.508216291,3.030481557,1.900620272,4.682608109
ESP,1996,14,7,Left,1,0,39889852,1.129211187,1.620027184,31473.1074,0.45860479,0.272589694,9.62028E+14,0,0,0,0,1.1111112,0.83333331,1.5,1,1,1,1,1.230135825,0.155730102,0.221585897,0.852819825,1.279362355,0.859533453,1.60761345,1.370940203,1.420277821,1.028133367,1.861759893
ESP,1997,1,7,Right,0,1,40057389,1.242603362,1.60866487,32277.6042,0.450593935,0.281734804,1.00E+12,2,0,0,2,1.1111112,0.83333331,1.5,1,1,1,1,0.36419265,0,0.291273549,0.072919101,1.200866098,0.847595311,1.603789349,1.151213621,1.354001775,1.013346624,1.897445081
ESP,1998,2,7,Right,0,1,40223509,1.355995536,1.597302556,33350.1528,0.453740984,0.277155585,1.05E+12,3,0,1,2,1.1111112,0.83333331,1.5,1,1,1,1,0.646521427,0,0.451908823,0.194612604,1.302379481,0.990372434,1.666022749,1.250743194,1.445949984,1.156956567,1.930150191
ESP,1999,3,7,Right,0,1,40386875,1.342139184,1.641529918,34637.7346,0.456222265,0.28346065,1.10E+12,1,0,0,1,1.1944444,0.83333331,1.5,1.25,1.083333333,1,1,5.646829771,1.216551579,1.476496072,2.95378212,1.328823847,0.977133045,1.708020612,1.301317945,1.467652486,1.141110548,1.960528964
ESP,2000,4,7,Right,0,1,40567864,1.328282833,1.685757279,36018.3835,0.451620447,0.282594832,1.16E+12,2,0,1,1,1.4722222,0.66666669,2.5,1.25,1.016666667,0.8,1,4.001324348,0.214514806,1.211190325,2.575619218,1.484267229,0.867139202,2.437608969,1.148053483,1.380069472,1.00959535,1.982559584
ESP,2001,5,7,Right,0,1,40850412,1.322553992,1.735938847,36828.2277,0.444187256,0.27076494,1.20E+12,1,0,0,1,1.4722222,0.66666669,2.5,1.25,1.016666667,0.8,1,4.504696406,0.571457649,1.183874583,2.749364173,1.461152049,0.870083165,2.440119695,1.073253305,1.364351744,1.012028066,2.007773861
ESP,2002,6,7,Right,0,1,41431558,1.316825151,1.786120415,37073.866,0.444935213,0.275420379,1.24E+12,4,0,1,3,1.4722222,0.66666669,2.5,1.25,1.016666667,0.8,1,4.884293068,0.622299307,0.867926269,3.394067491,1.717303378,0.948312709,2.82860084,1.374996581,1.512878765,1.092691863,2.070947851
ESP,2003,7,7,Right,0,1,42187645,1.348911166,1.816807151,37586.8735,0.446931014,0.273982006,1.28E+12,0,0,0,0,1.4722222,0.66666669,2.5,1.25,1.016666667,0.8,1,2.346986746,0.793455826,0.332211168,1.221319753,1.890913628,0.973111553,3.093547358,1.606082037,1.760645355,1.118291769,2.557562259
ESP,2004,8,7,Right,0,1,42921895,1.337189078,1.33226645,38107.1626,0.445160177,0.275911854,1.32E+12,1,0,0,1,2.2222223,0.66666669,4.75,1.25,2.35,0.8,5,3.01755197,1.569202031,0.448813215,0.999536724,2.120950054,0.96742103,3.685064785,1.71036445,2.115116803,1.081858643,3.553127315
ESP,2005,1,7,Left,1,0,43653155,1.327615857,1.501574278,38853.8621,0.449058906,0.274931456,1.37E+12,1,1,0,0,2.3611112,0.83333331,4.75,1.5,2.5,1,5,5.845982298,1.800562155,0.968624481,3.076795662,2.19103235,1.026166723,3.703197242,1.843733009,2.198051111,1.153890471,3.596529852
ESP,2006,2,7,Left,1,0,44397319,1.177665472,0.83016777,39723.0964,0.454847601,0.259698902,1.43E+12,3,0,1,2,2.3888888,1.1666666,4.75,1.25,2.55,1.4,5,4.029340606,0.68367167,1.203827819,2.141841117,2.403577378,1.292252004,4.031435955,1.887044262,2.50623247,1.471199539,4.160453608
ESP,2007,3,7,Left,1,0,45226803,1.079032421,0.987038195,40319.9555,0.449004591,0.260261423,1.48E+12,5,0,4,1,2.4722223,0.66666669,4.75,2,2.6,0.8,5,5.051412903,0.280551441,1.392318348,3.378543114,2.366953105,0.955534385,4.074764834,2.070560097,2.420345472,1.06460665,4.125869668
ESP,2008,4,7,Left,1,0,45954106,1.178771973,0.912503183,40282.7513,0.449459385,0.238473503,1.49E+12,8,2,3,3,2.5555556,1.1666666,4.75,1.75,2.716666667,1.4,5,5.666666915,0.713967421,2.142449329,2.810250165,2.497321048,1.278878261,4.030358259,2.182726669,2.572271194,1.457997418,4.076089493
ESP,2009,5,7,Left,1,0,46362946,1.054948092,0.941682339,38788.5558,0.461787095,0.22552525,1.45E+12,4,0,3,1,2.6666667,1,5,2,2.733333333,1.2,5,9.858671392,1.089497252,3.073081732,5.696092408,2.704294695,1.206299722,4.227231278,2.679353195,2.711332084,1.377602915,4.077040143
ESP,2010,6,7,Left,1,0,46576897,1.160037041,0.94297415,38894.3657,0.454770645,0.217466522,1.46E+12,3,0,0,3,2.6111112,0.83333331,5,2,2.666666667,1,5,3.50471899,0.401884129,1.296161143,1.806673718,2.740427978,1.258877349,4.297289771,2.665116757,2.711345005,1.367586772,4.101331485
ESP,2011,7,7,Left,1,0,46742697,1.163212419,0.9724015,38456.3354,0.452755776,0.219097501,1.44E+12,3,0,1,2,2.8333333,1,5,2.5,2.9,1.2,5,3.474736226,0.673424174,1.022592615,1.778719436,2.84141287,1.244788815,4.387153386,2.892296456,2.781288035,1.354099266,4.097468382
ESP,2012,1,7,Right,0,1,46773055,1.170406342,1.057162166,37326.5584,0.453170525,0.221379565,1.40E+12,1,0,0,1,2.8055556,0.66666669,5,2.75,2.85,0.8,5,3.221516298,0.188919288,1.257737071,1.774859939,2.870344821,1.000940183,4.68225758,2.927836675,2.834758682,1.0633766,4.513062772
ESP,2013,2,7,Right,0,1,46620045,0.926990271,1.167685986,36932.4448,0.456820597,0.207346012,1.38E+12,15,1,5,9,2.2222223,0.66666669,5.5,0.5,2.1,0.8,5,2.683275251,0.290487174,0.838627786,1.554160291,2.968577903,1.054502045,4.820934309,3.030297305,2.89204835,1.13068616,4.515161584
ESP,2014,3,7,Right,0,1,46480882,0.689240038,1.173297644,37606.5565,0.458815336,0.20321679,1.40E+12,7,0,1,6,2.3888888,1.1666666,5.5,0.5,2.3,1.4,5,3.339628928,0.593135456,0.816324117,1.930169355,3.121873921,1.456918523,4.897399263,3.011303901,3.048400107,1.496774043,4.637122378
ESP,2015,4,7,Right,0,1,46444832,0.63098675,1.157250285,39139.0939,0.460061342,0.202313851,1.45E+12,8,0,0,8,2.3888888,1.1666666,5.5,0.5,2.3,1.4,5,2.715772607,0.503925139,1.483128063,0.728719405,3.125528269,1.584713186,4.944866437,2.847005365,3.057014886,1.647665926,4.676373368
ESP,2016,5,7,Right,0,1,46484062,0.569826066,1.094865799,40259.3139,0.46207955,0.191421247,1.50E+12,0,0,0,0,2.2777777,0.83333331,5.5,0.5,2.166666667,1,5,5.350265537,0.05925358,1.033399763,4.257612194,3.130642499,1.638589676,5.113044729,2.640293222,3.080346481,1.729115766,4.871630455
ESP,2017,6,7,Right,0,1,46593236,0.510279894,1.001258492,41341.4195,0.451177493,0.193984476,1.54E+12,9,1,0,8,2.2777777,0.83333331,5.5,0.5,2.166666667,1,5,3.331833209,0.253491696,0.669984246,2.408357267,3.163547662,1.684184587,5.079056199,2.727402479,3.097755728,1.726650296,4.839214409
ESP,2018,7,7,Right,0,1,46797754,0.612778783,0.96924603,42070.9392,0.446435991,0.185798109,1.58E+12,4,0,0,4,2.4444444,1.3333334,5.5,0.5,2.366666667,1.6,5,3.545604362,0.301208876,1.503316649,1.741078837,3.259870306,1.863807856,5.103817057,2.811986196,3.191431442,1.915257278,4.847050851
ESP,2019,1,7,Left,1,0,47134837,0.666394532,0.96880877,42540.8263,0.445772729,0.172550845,1.61E+12,0,0,0,0,2.4444444,1.3333334,5.5,0.5,2.366666667,1.6,5,4.266935137,1.556208048,0.897193429,1.81353366,3.320105596,2.032447231,5.133765871,2.794103611,3.251032326,2.077578304,4.881415063
ESP,2020,2,7,Left,1,0,47365655,0.711801946,0.853928566,37527.711,0.426289063,0.1711917,1.43E+12,1,0,0,1,2.5,1.5,5.5,0.5,2.433333333,1.8,5,4.247514247,0.455423441,1.369913931,2.422176875,3.43639747,2.02675246,5.135728906,3.146711025,3.369089007,2.072711008,4.887844988
FRA,1996,1,7,Right,0,1,59754504,1.247409225,1.2518574,41898.0361,0.441019394,0.260300687,1.90E+12,2,0,0,2,1.4722222,1.1666666,1.5,1.75,1.383333333,1.4,1,0.881307506,0.196152766,0.276314107,0.408840633,1.241910268,0.770543777,1.681282048,1.273904995,1.4559727,0.920993781,2.173019325
FRA,1997,2,7,Right,0,1,59968066,1.299091041,1.352680385,42603.2382,0.446166496,0.248114008,1.94E+12,0,0,0,0,1.4722222,1.1666666,1.5,1.75,1.383333333,1.4,1,0.640675908,0,0.346572455,0.294103453,1.155014445,0.767208922,1.686401164,1.011433209,1.3704513,0.916189689,2.183731003
FRA,1998,1,7,Left,1,0,60190684,1.350772858,1.45350337,43797.1249,0.451485412,0.244875727,2.00E+12,0,0,0,0,1.4722222,1.1666666,1.5,1.75,1.383333333,1.4,1,1.173234459,0,0.687399558,0.485834901,1.25362231,0.917427012,1.745449613,1.097990196,1.460173108,1.067845099,2.214684029
FRA,1999,2,7,Left,1,0,60501986,1.336248219,1.545280337,44996.2975,0.450562784,0.233511626,2.07E+12,11,1,4,6,1.6388888,1.1666666,1.5,2.25,1.55,1.4,1,3.402752151,1.092000646,0.498251406,1.812500098,1.242176841,0.897656576,1.794839574,1.034034403,1.437170403,1.044581228,2.232895578
FRA,2000,3,7,Left,1,0,60918661,1.32172358,1.637057304,46280.1422,0.452915636,0.224787384,2.15E+12,8,0,3,5,1.75,1,2.5,1.75,1.316666667,1.2,1,2.6348071,0.268685146,0.676675561,1.689446393,1.428802342,0.80487507,2.467346783,1.014185154,1.40764177,0.934154882,2.274585274
FRA,2001,4,7,Left,1,0,61364377,1.256654382,1.590569496,46692.7317,0.452580736,0.22218057,2.19E+12,6,0,2,4,1.6666666,1,2.5,1.5,1.233333333,1.2,1,3.487590378,0.675369164,0.735111542,2.077109671,1.425319054,0.800065618,2.468303352,1.007588171,1.415715636,0.928658079,2.310900657
FRA,2002,5,7,Left,1,0,61812142,1.191585183,1.544081688,46678.6696,0.454632418,0.217087856,2.21E+12,10,1,1,8,2,1,2.5,2.5,1.566666667,1.2,1,3.437211156,0.455330522,0.907310993,2.074569642,1.630800306,0.885997,2.943102861,1.063301061,1.483994455,1.018927081,2.369755223
FRA,2003,1,6,Right,0,1,62249855,1.305756092,1.651094556,46661.6155,0.457110844,0.2165778,2.23E+12,5,2,0,3,2.0833333,1,2.5,2.75,1.65,1.2,1,1.218724026,0.298283498,0.394004895,0.526435632,1.804237255,0.914053095,3.252362692,1.24629603,1.744066161,1.048544703,2.937357749
FRA,2004,2,6,Right,0,1,62707588,1.311163783,1.755630255,47471.6354,0.462387672,0.210998613,2.28E+12,3,2,0,1,2.8333333,1,4.75,2.75,2.983333333,1.2,5,2.776931442,1.243735207,0.480180474,1.053015762,1.95613753,0.91171818,3.574368935,1.382325543,1.942854231,1.010687655,3.435549494
FRA,2005,3,6,Right,0,1,63180854,1.357538223,1.666454792,47978.97,0.46146507,0.207704156,2.32E+12,12,3,2,7,2.8611112,0.83333331,4.75,3,3,1,5,3.664977788,1.385751657,0.588635447,1.690590684,2.067413438,1.0593297,3.612138187,1.530772394,2.06489322,1.188916241,3.474991026
FRA,2006,4,6,Right,0,1,63622342,1.45506084,1.628476262,48809.0359,0.458241222,0.197598861,2.38E+12,3,1,1,1,3.0833333,1.5,4.75,3,3.266666667,1.8,5,4.626569827,0.520748245,1.259531853,2.846289729,2.257971523,1.223947428,3.99738524,1.552582006,2.349792779,1.389238232,4.107558099
FRA,2007,5,6,Right,0,1,64016890,1.456001759,1.464574933,49539.869,0.466030455,0.190852134,2.44E+12,5,1,0,4,3.25,1,4.75,4,3.4,1.2,5,5.03200958,0.062494079,2.027160438,2.942355063,2.211577139,0.911971643,4.091457977,1.631301791,2.24250311,1.01196653,4.084241009
FRA,2008,1,7,Right,0,1,64375116,1.39503479,1.574034333,49142.5384,0.468054549,0.187783041,2.43E+12,3,0,2,1,3.4166667,1.5,4.75,4,3.6,1.8,5,6.937237343,1.032718022,2.338871471,3.565647851,2.376487151,1.245624272,4.079954743,1.803882499,2.430689895,1.413530274,4.074656912
FRA,2009,2,7,Right,0,1,64706436,1.429969311,1.477054477,47481.5088,0.45305224,0.18778172,2.37E+12,14,2,4,8,3.6944444,1.3333334,5,4.75,3.783333333,1.6,5,8.6049981,0.762312302,3.01596017,4.826725628,2.53593007,1.177999022,4.24990392,2.179887331,2.520473076,1.333894559,4.047637339
FRA,2010,3,7,Right,0,1,65026211,1.487756133,1.462661028,47933.5921,0.456719933,0.187763428,2.40E+12,4,1,1,2,3.6111112,1.3333334,5,4.5,3.633333333,1.4,5,3.088022337,0.184748007,1.204865511,1.698408819,2.59568764,1.201243896,4.337409646,2.24840935,2.558157981,1.332151595,4.093912999
FRA,2011,4,7,Right,0,1,65340830,1.537773252,1.392306805,48109.4189,0.455154858,0.177574428,2.43E+12,6,1,2,3,3.9444444,1.3333334,5.5,5,3.8,1.4,5,2.575763965,0.45355536,0.687013922,1.435194683,2.676587719,1.219063825,4.340308116,2.470391216,2.635955195,1.350370497,4.087103871
FRA,2012,5,7,Right,0,1,65657659,1.471969485,1.373381257,47663.2198,0.446434618,0.177810711,2.42E+12,2,0,2,0,3.9166667,1,5.5,5.25,3.75,1,5,3.289998122,0.216540093,0.899386454,2.174071575,2.716176679,0.990555228,4.635376118,2.522598663,2.694201218,1.084863051,4.475141941
FRA,2013,1,7,Left,1,0,65997932,1.304333687,1.482052445,47707.9993,0.442499121,0.174804987,2.43E+12,1,0,0,1,3.9166667,1,5.5,5.25,3.75,1,5,4.31583256,0.368523336,1.435684919,2.511624305,2.764960672,1.044302794,4.82935719,2.421221963,2.682830258,1.149205652,4.478063159
FRA,2014,2,7,Left,1,0,66312067,1.287985563,1.412870884,47954.1368,0.441472035,0.161316119,2.46E+12,5,1,1,3,4.2222223,2.1666667,5.5,5,4,2,5,3.207310554,0.420343539,0.714509528,2.072457487,2.862723368,1.277900235,4.898616908,2.41165293,2.805346765,1.398393366,4.605993997
FRA,2015,3,7,Left,1,0,66548272,1.247834802,1.417322278,48290.7309,0.451148024,0.161036207,2.48E+12,5,1,3,1,4.0277777,2.3333333,5.5,4.25,3.816666667,2.2,5,2.797663469,0.328875309,1.017924659,1.4508635,2.873760625,1.356106579,4.91348551,2.351689983,2.823554927,1.492532143,4.626442656
FRA,2016,4,7,Left,1,0,66724104,1.328288913,1.380623579,48635.4033,0.450314035,0.160007025,2.51E+12,7,0,2,5,3.9166667,2.5,5.5,3.75,3.716666667,2.4,5,4.830312265,0.038443461,0.713598919,4.078269886,2.898310515,1.343078472,5.096311474,2.255541796,2.867655242,1.492267691,4.855156239
FRA,2017,5,7,Left,1,0,66918020,1.224527001,1.308906794,49571.3842,0.452068127,0.157429399,2.57E+12,6,0,0,6,4.1666665,3,5.5,4,3.933333333,2.8,5,3.321360631,0.379351117,0.683744917,2.258264597,2.895864379,1.307400822,5.092080894,2.288111644,2.858950338,1.42734686,4.861392511
FRA,2018,1,7,Center,0,0,67158348,1.2815516,1.419718504,50314.5839,0.457591278,0.150099623,2.62E+12,7,1,3,3,4.5555553,3.6666667,5.5,4.5,4.3,3.4,5,2.655241077,0.06262348,0.822784474,1.769833123,2.960950294,1.42312656,5.151068072,2.308656312,2.934835344,1.58381661,4.912033108
FRA,2019,2,7,Center,0,0,67382061,1.248062253,1.33822,51044.6191,0.45483598,0.144199205,2.66E+12,6,3,1,2,4.7222223,4.1666665,5.5,4.5,4.433333333,3.8,5,3.568259543,1.116233614,0.797694363,1.654331566,2.972669367,1.495184442,5.16891755,2.253906124,2.950911577,1.665339405,4.933489203
FRA,2020,3,7,Center,0,0,67601110,1.122619987,1.204251051,47022.943,0.452905887,0.142171664,2.46E+12,5,0,1,4,4.8888888,4.1666665,5.5,5,4.6,3.8,5,3.753744624,0.502094705,1.239399042,2.012250877,3.032340144,1.49375585,5.11320552,2.490059008,3.005380503,1.676143799,4.849938701
GBR,1996,6,7,Right,0,1,58166950,1.980518937,1.882196069,33136.2156,0.474747403,0.384470114,1.44E+12,0,0,0,0,1,1,1.5,0.5,0.9,1.2,1,1.40421609,0.113741446,0.22389918,1.066575464,1.207420228,0.73331767,1.55420602,1.334736992,1.354694033,0.877271595,1.852073512
GBR,1997,7,7,Right,0,1,58316954,2.016520083,1.872180343,34410.1556,0.471158268,0.356435195,1.50E+12,0,0,0,0,1,1,1.5,0.5,0.9,1.2,1,0.553357038,0,0.310488115,0.242868923,1.155246834,0.728554675,1.599729757,1.137456039,1.307779244,0.871218171,1.914663522
GBR,1998,1,7,Left,1,0,58487141,2.052521229,1.862164617,35939.5162,0.480323034,0.341197594,1.57E+12,1,0,0,1,1,1,1.5,0.5,0.9,1.2,1,0.85977132,0,0.515719101,0.344052219,1.247429523,0.865160906,1.678525028,1.198602577,1.382860071,1.018257452,1.931720183
GBR,1999,2,7,Left,1,0,58682466,2.062489271,1.815493464,37473.8771,0.488731847,0.319157038,1.64E+12,1,1,0,0,1,1,1.5,0.5,0.9,1.2,1,4.454381537,0.83626436,1.137040718,2.481076459,1.257230949,0.820692272,1.746084433,1.204916215,1.368245938,0.96532059,1.934501009
GBR,2000,3,7,Left,1,0,58892514,2.072457314,1.768822312,38475.0486,0.476383596,0.306206855,1.69E+12,2,0,1,1,1.3333334,1,2.5,0.5,0.9,1.2,1,3.424617757,0.226183157,1.061715783,2.136718816,1.354535651,0.732622957,2.241598371,1.089385644,1.346483883,0.858466369,2.091599638
GBR,2001,4,7,Left,1,0,59119673,2.037546992,1.774273932,39707.6601,0.480518064,0.303879449,1.76E+12,10,3,2,5,1.3333334,1,2.5,0.5,0.9,1.2,1,2.662256899,0.22466273,0.680074515,1.757519654,1.336642085,0.727922971,2.240785886,1.041217434,1.340219476,0.852579718,2.126861276
GBR,2002,5,7,Left,1,0,59370479,2.002636671,1.779725552,40276.1573,0.485527641,0.289884919,1.79E+12,9,2,2,5,1.3333334,1,2.5,0.5,0.9,1.2,1,3.869845751,0.426813687,0.843768526,2.599263538,1.567407219,0.803736405,2.670678945,1.227806333,1.465814736,0.921778344,2.247859532
GBR,2003,6,7,Left,1,0,59647577,1.982953906,1.746334672,41260.1851,0.495225918,0.284852743,1.85E+12,2,1,0,1,2.1388888,1.1666666,4.75,0.5,2.3,1.4,5,1.836135147,0.406562197,0.449282044,0.980290906,1.651829608,0.822204641,2.744682647,1.388601575,1.57344231,0.941417574,2.390307779
GBR,2004,7,7,Left,1,0,59987905,1.910911679,1.868020773,42181.3527,0.490052267,0.275819179,1.90E+12,5,1,1,3,2.1388888,1.1666666,4.75,0.5,2.3,1.4,5,2.507538384,1.144127945,0.406833594,0.956576844,1.869009082,0.834099527,3.260841206,1.512086587,1.869115764,0.90082188,3.194438826
GBR,2005,8,7,Left,1,0,60401206,1.89147985,1.761572123,42868.8354,0.500859301,0.264497962,1.95E+12,2,1,0,1,2.3055556,1.6666666,4.75,0.5,2.5,2,5,4.67520755,1.355181594,0.962436096,2.357589861,1.94254768,0.883687708,3.335917778,1.608037532,1.952944043,0.96477774,3.286016857
GBR,2006,9,7,Left,1,0,60846820,1.782940269,1.666798234,43139.1547,0.501763795,0.256155197,1.98E+12,7,1,3,3,2.4166667,2,4.75,0.5,2.633333333,2.4,5,5.09338083,0.440131266,1.361322498,3.291927066,2.129943475,1.010878361,3.663511177,1.715440962,2.20040177,1.125080909,3.760683439
GBR,2007,10,7,Left,1,0,61322463,1.732870221,1.641638756,44016.3406,0.500942637,0.24415761,2.04E+12,7,0,3,4,2.25,1.5,4.75,0.5,2.433333333,1.8,5,4.383652032,0.21963347,1.644001963,2.520016599,2.127154034,0.834468864,3.758806985,1.788186265,2.146591274,0.91128817,3.740299387
GBR,2008,1,7,Left,1,0,61806995,1.668904305,1.634806633,44794.644,0.484889183,0.236267206,2.10E+12,4,0,3,1,2.4722223,2.1666667,4.75,0.5,2.7,2.6,5,7.119209431,0.628273529,2.317137917,4.173797986,2.270433537,1.111538668,3.74596424,1.953797768,2.311182476,1.2484855,3.731264159
GBR,2009,2,7,Left,1,0,62276270,1.623889804,1.508096457,44450.1373,0.496839047,0.226449055,2.10E+12,8,2,1,5,2.6666667,2,5,1,2.8,2.4,5,9.206637332,0.697106926,3.099234545,5.410295861,2.482016184,1.076219539,3.882197544,2.487631543,2.460852661,1.208590844,3.686335595
GBR,2010,3,7,Left,1,0,62766365,1.605673909,1.617997527,41497.8498,0.467274336,0.225517136,1.98E+12,3,1,1,1,3.3611112,1.8333334,5,3.25,3.483333333,2.2,5,3.079996383,0.253303926,1.343987718,1.482704739,2.464776673,1.081106566,3.992773198,2.320450256,2.411290761,1.180245303,3.733176724
GBR,2011,1,7,Right,0,1,63258810,1.614863515,1.604194641,42012.671,0.475124955,0.207122432,2.02E+12,6,2,0,4,3.3333333,2,5,3,3.466666667,2.4,5,2.701926478,0.277770871,1.149921122,1.274234485,2.563716426,1.095171426,4.053499246,2.542478623,2.494765688,1.199582688,3.742235752
GBR,2012,2,7,Right,0,1,63700215,1.665460467,1.591210365,42244.5191,0.486332899,0.212178809,2.05E+12,0,0,0,0,2.8888888,1.6666666,5,2,3,2,5,3.749618462,0.336185752,1.253636431,2.159796278,2.692452484,0.958134967,4.48611736,2.633105061,2.657014585,1.037388112,4.300550581
GBR,2013,3,7,Right,0,1,64128273,1.718897581,1.512266517,42863.631,0.499358343,0.202919681,2.10E+12,4,3,0,1,3.2222223,2.1666667,5.5,2,3.2,2.6,5,3.527982173,0.052644035,1.330558236,2.144779902,2.673664754,0.917309556,4.532163425,2.571521259,2.596985643,0.986064703,4.233370968
GBR,2014,4,7,Right,0,1,64602298,1.746339202,1.623491168,43425.9035,0.480223064,0.182929077,2.14E+12,3,0,1,2,3.75,2.5,5.5,3.25,3.75,3,5,3.175524626,0.3716187,0.930740673,1.873165253,2.787492261,1.255835272,4.637289782,2.469351686,2.723343203,1.315781012,4.384896911
GBR,2015,5,7,Right,0,1,65116219,1.831268311,1.705227733,44053.8934,0.469383158,0.173565989,2.19E+12,2,0,1,1,3.8611112,2.8333333,5.5,3.25,3.883333333,3.4,5,2.891091465,0.372808114,1.256229393,1.262053958,2.764154994,1.302272308,4.662800819,2.327392046,2.700355601,1.369484524,4.404190233
GBR,2016,6,7,Right,0,1,65611593,1.850517273,1.573777437,44580.858,0.468230228,0.163079005,2.23E+12,3,0,0,3,3.3611112,2.8333333,5.5,1.75,3.383333333,3.4,5,4.765170826,0.065271209,1.239512267,3.46038735,2.865957892,1.317248725,4.930810661,2.349814458,2.841852602,1.411087834,4.764655513
GBR,2017,1,7,Right,0,1,66058859,1.814270496,1.430928707,45448.4516,0.468117154,0.154565702,2.29E+12,6,1,0,5,3.4722223,2.6666667,5.5,2.25,3.483333333,3.2,5,3.121808275,0.297565883,0.997535065,1.826707327,2.862306444,1.348230097,4.908632589,2.330056872,2.817982811,1.3956793,4.72821226
GBR,2018,2,7,Right,0,1,66460344,1.806870818,1.361698747,45789.7948,0.468563739,0.149793882,2.32E+12,3,0,0,3,3.5277777,2.8333333,5.5,2.25,3.55,3.4,5,2.952449214,0.177115572,1.251686457,1.523647186,2.936997272,1.445457235,4.947689316,2.417845343,2.897099564,1.523636517,4.749816832
GBR,2019,3,7,Right,0,1,66836327,1.748667479,1.449825883,46250.9399,0.484968456,0.141994738,2.36E+12,2,0,1,1,3.5277777,2.8333333,5.5,2.25,3.55,3.4,5,4.003141715,1.358172795,1.20264554,1.44232338,2.976076172,1.544618218,4.985071448,2.39853883,2.949629384,1.625771708,4.824577613
GBR,2020,1,7,Right,0,1,67081234,1.660201192,1.332154155,41246.1028,0.48905794,0.145693166,2.12E+12,5,2,1,2,3.6111112,2.3333333,5.5,3,3.6,2.8,5,3.738981646,0.35173286,1.386741057,2.000507729,3.023573626,1.598242828,4.947101937,2.525376167,3.008706858,1.678332202,4.822412204
IDN,1996,29,2,0,0,0,203204348,-0.864106297,-0.705335677,5577.7761,0.59960502,0.450214788,6.39505E+14,0,0,0,0,0.25,0,0.75,0,0.333333333,0,1,1.332575914,0.040443214,0.184261042,1.107871659,1.228977264,0.583222404,1.601756289,1.501953108,1.320656928,0.688569633,1.771448043
