ISO,Year,yrsoffc,eiec,execrlc,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
JPN,2007,7,7,Right,0,1,128001000,1.230227828,1.441259503,36296.0867,0.375876685,0.280079995,3.78E+12,4,1,3,0,0,5,3,2,3.0555556,1.6666666,4.5,3,5.130650979,0.181814743,2.933209861,2.015626375,0.267568587,4.127763394,4.348523085,2.855922425,1.605758167,0.595947165,3.055592855,1.165734512,0,1,-1,0,0,5,-1,2,0.0833333,0,0.25,0,-3.353900003,-0.07043445,0.063390792,-3.346856344,-0.03179673,-3.894339441,-1.208982441,0.511459756,-0.031753096,-0.069390832,0.004081966,-0.029950437
KOR,2007,5,7,Center,0,0,48683638,0.56971693,1.201815724,33779.1447,0.472467254,0.393102386,1.24E+12,3,1,2,0,0,1,3,0,3.3055556,1.1666666,5.25,3.5,4.96801551,0.230641089,3.087348995,1.650025426,0.195335773,4.044218688,4.045005142,2.394606675,1.62690482,0.716555544,2.995716569,1.168442353,1,1,0,0,0,1,1,0,0,0,0,0,-2.77894938,0.026416231,-0.207957884,-2.597407727,-0.120342685,-2.753465948,-1.5745787,0.107767176,-0.043585314,-0.078775905,0.010995802,-0.06297583
MEX,2007,1,7,Right,0,1,108774360,-0.341457367,0.136410132,25560.1081,0.738494293,0.371154337,1.66E+12,1,0,0,1,1,1,0,0,0.75,0,2.25,0,6.575803866,0.139749898,3.559638122,2.876415845,0.748929942,7.798727564,6.818418819,7.792810456,1.776308206,0.567374538,3.210346622,1.55120359,1,0,0,1,1,1,0,0,0,0,0,0,-7.589832484,0.053032285,0.749025851,-8.39189062,0.710837581,-5.395744845,-0.110632924,5.903200499,0.015475705,-0.021449096,0.064302554,0.003573642
NOR,2007,2,7,Left,1,0,4709153,1.98258388,2.018043041,80951.7071,0.423534807,0.24880976,2.82593E+14,0,0,0,0,0,0,0,0,2.8055556,2.6666667,4.75,1,5.26631958,0.236594723,1.776786958,3.252937899,0.081815779,4.22996276,2.538953356,2.141403741,2.183365076,0.911994269,4.101417118,1.536683856,-1,0,-1,0,0,0,-1,0,0.3333333,1.0000001,0,0,0.127392765,-0.406613586,0.16324508,0.370761271,0.04175971,-0.519189667,-0.131715795,0.802001738,-0.009834522,-0.313696034,0.201293864,0.082898583
NZL,2007,8,7,Left,1,0,4223800,2.317683935,1.657784104,42089.8775,0.422029819,0.535550901,1.26861E+14,0,0,0,0,0,0,0,0,0.6388889,0.16666667,1.25,0.5,4.70765695,0.170996447,1.667955495,2.868705009,0.093902052,3.828440138,2.331882218,2.01206527,2.204588026,0.926287935,4.027466069,1.660010107,0,0,0,0,0,0,0,0,0.33333335,0,1,0,-0.398517364,-0.404383794,0.233544671,-0.227678241,0.020233081,-1.096553104,-0.29183347,0.583669524,-0.074068617,-0.276949676,-0.014549866,0.069293652
RUS,2007,7,7,0,0,0,142805114,-1.017580867,-0.41220358,30010.4396,0.598158407,0.673178427,3.31E+12,0,0,0,0,0,0,0,0,0.66666669,0.5,1.5,0,4.466549179,0.175748545,2.011433613,2.279367021,0.056216911,3.317223898,2.693104211,1.379748039,1.992013291,0.822923719,3.529063915,1.624052225,-1,0,0,-1,0,-1,0,0,0,0,0,0,0.277175156,-0.231559919,0.424360451,0.084374624,-0.072385306,-0.533124266,0.030408901,0.010754095,0.014545925,-0.203346153,0.223661345,0.023322507
TUR,2007,5,7,0,0,0,70158112,0.112518623,0.326100618,23272.4267,0.578976094,0.288748214,1.03E+12,3,0,3,0,0,1,5,1,1.6111112,0.83333331,1.75,2.25,4.561283957,0.152896617,1.688496507,2.719890832,0.07365687,3.567512404,2.400650784,1.57858966,2.081103039,0.853320942,3.798452839,1.591535339,2,0,2,0,0,1,4,1,0,0,0,0,0.034569788,-0.353664107,0.352759344,0.035474551,-0.009450794,-0.762870012,-0.005732943,0.36535483,-0.074669468,-0.287599276,0.031221388,0.032369398
USA,2007,7,7,Right,0,1,301231207,1.377069235,1.643272758,62112.0571,0.564495785,0.420968255,1.36E+13,7,0,4,3,1,9,8,10,1.6666666,0.5,3,1.5,5.54832676,0.676638382,1.728313633,3.143374745,0.159502081,5.140340822,3.153598123,1.3244573,1.97737721,0.606651578,3.845606455,1.479873521,-10,0,1,-11,1,-7,0,8,0,0,0,0,1.661354829,0.230495778,-0.145114568,1.575973619,0.008589821,2.004387872,0.266177234,-0.052584681,0.072748518,-0.049616325,0.285644098,-0.017782226
ZAF,2007,3,7,Left,1,0,50528584,0.197672486,0.283431172,18318.5468,0.709038079,0.872552303,5.24103E+14,1,0,0,1,0,2,3,0,0.44444445,0.33333334,1,0,4.926827229,0.244822297,2.373781157,2.308223775,0.138516161,4.120105023,3.355380704,2.329006553,2.060238679,0.866279784,3.723066329,1.591369921,1,0,0,1,0,1,2,0,0,0,0,0,-1.012795549,-0.180885561,0.144300738,-0.976210725,0.024386768,-1.03764853,-0.394387115,0.874591044,-0.064975761,-0.215678589,0.043655921,-0.022904632
AUS,2008,1,7,Left,1,0,21249199,2.027342558,1.784767866,54042.7589,0.487615126,0.61762754,8.48509E+14,6,0,1,5,0,5,1,5,2.3611112,1.3333334,4.5,1.25,6.005012444,0.415757091,2.128487982,3.460767371,0.014826085,5.032046337,3.075743041,2.80650759,2.047934469,1.008387067,3.483348072,1.652068311,2,0,-1,3,0,3,-2,5,0.1388889,0.1666668,0,0.25,1.133909578,0.060133354,-0.738370975,1.8121472,-0.128959139,0.98278026,-0.755090538,0.618855804,0.080526809,0.149429296,0.002317087,0.089834108
BRA,2008,6,7,Left,1,0,190367302,0.003437368,-0.148200899,18922.7427,0.679453586,0.414087671,2.38E+12,0,0,0,0,0,1,1,1,0.22222222,0.16666667,0.5,0,8.748800989,0.456868367,2.85194945,5.439983172,0.050078369,7.737261822,4.270146625,4.890392249,1.928748257,0.899570327,3.307645271,1.57902925,-4,-1,-2,-1,0,-2,-2,-2,0,0,0,0,3.855819732,0.280717332,0.404129449,3.170972952,-0.238001139,3.301114341,0.447327291,1.81899291,0.154105029,0.228531342,0.032610384,0.201173406
CAN,2008,2,7,Right,0,1,33247298,1.987721443,1.782482386,49940.4997,0.507248933,0.492014369,1.27E+12,7,1,4,2,0,3,4,1,2.9444444,0.33333334,5.75,2.75,19.02867273,0.105354679,5.650317426,13.27300063,0.007641017,18.06177834,8.805942773,13.82392224,1.897370857,0.773313953,3.095629587,1.823169247,-4,-1,3,-6,0,-10,-2,-2,0.0833332,0,0,0.25,12.69069597,0.049513462,2.05882412,10.58235839,-0.777099188,10.55101034,2.100851378,5.996898092,0.191387732,0.180033016,-0.001187541,0.39531779
CHE,2008,1,7,-999,0,0,7647675,2.108572006,2.02759099,70982.2799,0.413812353,0.109339709,4.26229E+14,7,4,1,2,0,5,2,0,3.1666667,1,4.75,3.75,7.209840272,0.641446679,2.489253736,4.079139857,0.040354412,6.210512712,3.4730043,3.08250825,2.476363476,1.224789073,4.138425478,2.065875984,6,4,1,1,0,4,2,-1,0.638889,0.16666669,0,1.75,2.239909423,0.464655086,0.961577522,0.813676816,-0.072105945,1.833658143,0.99651175,0.886099145,0.173277447,0.334776203,0.021445575,0.163610652
CHL,2008,3,7,Left,1,0,16838988,1.317986846,1.062142253,25517.875,0.737370202,0.319955303,2.93E+11,2,0,1,1,0,1,2,0,0.52777779,0.33333334,1.25,0,7.783682931,0.428388091,2.555772282,4.799522559,0.042960504,6.964752835,3.851620123,4.460332467,1.841123762,0.839776411,3.131247795,1.552347155,2,0,1,1,0,1,2,0,0,0,0,0,2.768611317,0.064219994,-0.207124702,2.911516024,-0.190444838,2.723660394,-0.190246906,1.757631197,0.058952511,0.136308219,-0.042340004,0.082889403
CHN,2008,5,3,Left,1,0,1324655000,-0.526307642,0.165779024,9151.8506,0.562217616,1.025494749,9.09E+12,3,0,1,2,0,2,2,0,0.80555558,0.66666669,1.75,0,8.586376384,0.453924635,2.898322154,5.234129595,0.034140196,7.595146826,4.140781784,5.112274054,2.275530797,1.007845082,3.792654611,2.026092795,-3,0,-4,1,0,0,-3,0,0.11111116,0.33333335,0,0,3.907058379,0.061181655,0.645268362,3.200608362,-0.238811197,2.785347121,0.361281644,1.699932931,0.089663696,0.126963633,0.013711612,0.128315964
DEU,2008,3,7,Right,0,1,82110097,1.745895863,1.514055371,49293.3165,0.477940003,0.245448067,3.28E+12,6,0,2,4,0,6,3,2,3.0277777,1.3333334,5.25,2.5,6.229213654,1.008418701,2.181825648,3.038969305,0.126457536,4.919916068,3.043445707,2.456443876,2.151273902,1.116604775,3.493228763,1.843988147,2,0,2,0,0,2,3,0,0.25,0.50000009,0,0.25,1.579299158,0.781510013,0.19073093,0.607058216,0.004347646,1.330498167,0.132080899,0.61091534,0.130940251,0.246868595,-0.041917645,0.187869815
ESP,2008,4,7,Left,1,0,45954106,1.178771973,0.912503183,40282.7513,0.449459385,0.238473503,1.49E+12,8,2,3,3,0,6,3,2,2.5555556,1.1666666,4.75,1.75,5.666666915,0.713967421,2.142449329,2.810250165,0.056097556,4.555973368,2.904460768,1.908547749,2.497321048,1.278878261,4.030358259,2.182726669,3,2,-1,2,0,5,-2,2,0.0833333,0.49999991,0,-0.25,0.615254011,0.43341598,0.75013098,-0.568292949,-0.013678863,0.467934903,0.897005158,0.219127986,0.130367943,0.323343876,-0.044406574,0.112166572
FRA,2008,1,7,Right,0,1,64375116,1.39503479,1.574034333,49142.5384,0.468054549,0.187783041,2.43E+12,3,0,2,1,0,2,2,1,3.4166667,1.5,4.75,4,6.937237343,1.032718022,2.338871471,3.565647851,0.070971941,5.724867668,3.248744521,2.438069755,2.376487151,1.245624272,4.079954743,1.803882499,-2,-1,2,-3,0,-2,2,-1,0.1666667,0.5,0,0,1.905227763,0.970223943,0.311711032,0.623292788,-0.016719099,1.864619908,0.352704676,0.730798044,0.164910012,0.333652629,-0.011503235,0.172580708
GBR,2008,1,7,Left,1,0,61806995,1.668904305,1.634806633,44794.644,0.484889183,0.236267206,2.10E+12,4,0,3,1,0,1,3,0,2.4722223,2.1666667,4.75,0.5,7.119209431,0.628273529,2.317137917,4.173797986,0.096209897,6.271533189,3.407468307,3.56065659,2.270433537,1.111538668,3.74596424,1.953797768,-3,0,0,-3,0,-3,0,-2,0.2222223,0.6666667,0,0,2.7355574,0.408640059,0.673135954,1.653781387,-0.057119097,2.341415328,0.702121398,1.252314942,0.143279503,0.277069804,-0.012842745,0.165611502
IDN,2008,4,7,0,0,0,240157903,-0.639086068,-0.262719125,8929.9864,0.587444635,0.42080633,1.33E+12,2,0,2,0,0,0,5,1,0.33333334,0,1,0,6.054003295,0.452335489,2.027791597,3.573876209,0.03023794,5.186299022,2.842332253,3.022261058,2.16567541,1.033001987,3.640414426,1.823609865,-1,0,1,-2,0,-3,4,1,0,0,0,0,1.444465183,0.032528659,-0.794392688,2.206329212,-0.109069903,1.272085996,-0.980531526,0.85391324,0.035190318,0.094491809,-0.025021474,0.036100725
IND,2008,4,7,Left,1,0,1207930964,-0.339097977,-0.009732914,5118.1089,0.586133478,0.574286204,3.58E+12,4,0,1,3,0,3,1,1,1.5,0.5,3.5,0.5,7.321212407,0.513275601,2.446178537,4.36175827,0.035061641,6.180700357,3.686446742,3.802660463,1.960469747,0.96227464,3.364115312,1.555019327,2,0,0,2,0,1,-2,0,0,0,0,0,2.501822546,0.325885837,-0.022000444,2.197937152,-0.1511128,2.252383755,0.091603037,1.415653359,0.123537154,0.20605342,-0.017758659,0.18231673
ITA,2008,7,7,Left,1,0,58826731,0.262665063,0.272778869,45789.6505,0.482640749,0.207560458,2.20E+12,10,4,3,3,0,7,4,1,3.0833333,2,4.75,2.5,5.684431945,0.544959877,2.074044771,3.065427297,0.056854196,4.762541075,2.824762227,2.244428775,2.34223082,1.102996939,3.897521379,2.026174177,0,4,0,-4,0,-1,-1,1,0.111111,0.3333334,0,0,1.586781803,0.314212237,0.647972359,0.624597207,-0.026683496,1.564205149,0.809315193,0.359665021,0.147553444,0.316364698,-0.042576485,0.168872119
JPN,2008,8,7,Right,0,1,128063000,1.32388854,1.451748848,35883.8258,0.367649435,0.268184489,3.74E+12,3,1,1,1,0,3,1,1,3,1.5,4.5,3,8.070668648,0.20197213,2.697160507,5.17153601,0.026500432,6.907228317,4.169832566,4.655323006,1.686308747,0.795759212,3.01709507,1.246072021,-1,0,-2,1,0,-2,-2,-1,-0.0555556,-0.1666666,0,0,2.940017669,0.020157387,-0.236049354,3.155909635,-0.241068155,2.779464923,-0.178690519,1.799400581,0.08055058,0.199812047,-0.038497785,0.080337508
KOR,2008,1,7,Right,0,1,49054708,0.425825089,0.994486928,34279.0841,0.478623738,0.386636957,1.28E+12,2,0,2,0,0,0,2,0,3.1388888,1.1666666,5.25,3,6.656307356,0.327677378,2.140652754,4.187977223,0.01915948,5.816976825,3.335295768,3.506650966,1.680920472,0.871910937,2.940154945,1.230695563,-1,-1,0,0,0,-1,-1,0,-0.1666668,0,0,-0.5,1.688291845,0.097036289,-0.946696241,2.537951797,-0.176176293,1.772758137,-0.709709374,1.112044292,0.054015652,0.155355393,-0.055561624,0.062253209
MEX,2008,2,7,Right,0,1,110374288,-0.309849888,0.160689965,25314.791,0.755809736,0.371373183,1.68E+12,2,0,1,1,0,3,1,1,0.75,0,2.25,0,18.87237243,0.165024512,5.650008408,13.05733951,0.012069444,17.79826213,8.748997429,13.5552467,1.955859069,0.738024075,3.201180072,1.928373282,1,0,1,0,-1,2,1,1,0,0,0,0,12.29656857,0.025274613,2.090370286,10.18092367,-0.736860497,9.999534566,1.93057861,5.762436249,0.179550863,0.170649537,-0.009166549,0.377169692
NOR,2008,3,7,Left,1,0,4768212,1.891875744,1.832813621,85466.8966,0.424784484,0.249234744,3.02667E+14,0,0,0,0,0,0,0,1,2.9722223,3.1666667,4.75,1,5.518551852,0.456115968,2.38429414,2.678141744,0.116598407,4.043375054,3.058187113,1.810068203,2.380677656,1.3188612,4.117685059,1.705486717,0,0,0,0,0,0,0,1,0.1666667,0.5,0,0,0.252232272,0.219521245,0.607507182,-0.574796155,0.034782627,-0.186587706,0.519233757,-0.331335538,0.19731258,0.406866931,0.016267941,0.168802861
NZL,2008,9,7,Left,1,0,4259800,2.297525167,1.669064879,40858.7078,0.436655162,0.539990908,1.24516E+14,1,1,0,0,1,1,1,0,0.80555558,0.16666667,1.25,1,6.245934302,0.506727004,2.297474359,3.441732939,0,5.226367563,3.140956389,2.53622319,2.348688254,1.254382011,4.004304027,1.787378787,1,1,0,0,1,1,1,0,0.16666668,0,0,0.5,1.538277352,0.335730558,0.629518864,0.57302793,-0.093902052,1.397927425,0.809074172,0.52415792,0.144100227,0.328094077,-0.023162042,0.12736868
RUS,2008,8,7,0,0,0,142742366,-1.125228643,-0.416781843,31383.0341,0.612119479,0.638178384,3.49E+12,2,1,1,0,0,1,1,0,0.66666669,0.5,1.5,0,5.358023784,0.798273453,1.789223726,2.770526605,0.151709535,4.422084319,2.659808994,1.81169488,2.122006229,1.057932973,3.502849297,1.805236479,2,1,1,0,0,1,1,0,0,0,0,0,0.891474605,0.622524908,-0.222209888,0.491159584,0.095492624,1.10486042,-0.033295217,0.431946841,0.129992938,0.235009255,-0.026214618,0.181184254
TUR,2008,6,7,0,0,0,71051678,0.11532557,0.289960533,22995.6301,0.587373175,0.285224766,1.04E+12,1,0,0,1,0,1,0,0,1.6388888,0.66666669,2,2.25,6.308052036,0.893996828,2.234781715,3.179273493,0.040453838,5.083023992,3.103290991,2.264451424,2.192718847,1.119698174,3.723262046,1.73519636,-2,0,-3,1,0,0,-5,-1,0.0277776,-0.16666662,0.25,0,1.746768079,0.741100211,0.546285207,0.459382661,-0.033203032,1.515511588,0.702640207,0.685861764,0.111615808,0.266377231,-0.075190793,0.143661021
USA,2008,8,7,Right,0,1,304093966,1.437633395,1.605075598,61502.7136,0.562363557,0.409824631,1.36E+13,24,0,7,17,0,23,11,18,1.8888888,0.66666669,3,2,4.186149922,0.537072673,1.980416296,1.668660952,0.02627038,2.808233799,2.338372784,0.830972313,2.028412891,0.728990583,3.805973392,1.550274734,17,0,3,14,-1,14,3,8,0.2222222,0.16666669,0,0.5,-1.362176838,-0.139565709,0.252102663,-1.474713792,-0.133231701,-2.332107023,-0.815225339,-0.493484988,0.051035681,0.122339005,-0.039633063,0.070401213
ZAF,2008,4,7,Left,1,0,51114599,0.153828725,0.332178503,18459.2475,0.696804852,0.889101344,5.39783E+14,4,0,2,2,0,4,4,1,0.3888889,0.16666667,1,0,6.810759251,0.480382113,2.324180692,4.006196445,0.04467306,5.756726528,3.291444994,3.203321167,2.164104714,1.104152767,3.722363562,1.665797866,3,0,2,1,0,2,1,1,-0.05555555,-0.16666667,0,0,1.883932022,0.235559816,-0.049600465,1.697972671,-0.093843101,1.636621505,-0.06393571,0.874314614,0.103866035,0.237872983,-0.000702767,0.074427945
AUS,2009,2,7,Left,1,0,21691653,2.041763067,1.701963782,53526.5226,0.488097205,0.615568382,8.60234E+14,13,1,0,12,0,14,0,7,2.5277777,1.3333334,4.75,1.5,7.689818542,0.268338521,2.400976423,5.020503598,0.266913455,6.446701767,3.413831742,1.418264038,2.139223405,1.056695756,3.457139574,1.903834848,7,1,-1,7,0,9,-1,2,0.1666665,0,0.25,0.25,1.684806098,-0.14741857,0.272488441,1.559736227,0.25208737,1.41465543,0.338088701,-1.388243553,0.091288936,0.048308689,-0.026208499,0.251766537
BRA,2009,7,7,Left,1,0,192079951,-0.079985611,-0.151303574,18545.6556,0.676549504,0.405696911,2.38E+12,3,0,2,1,0,4,4,2,0.22222222,0.16666667,0.5,0,8.670727824,0.409241699,2.711584485,5.549901641,0.208728531,7.7483922,4.003160133,1.940787111,2.089144288,0.952475037,3.352508876,1.962448984,3,0,2,1,0,3,3,1,0,0,0,0,-0.078073164,-0.047626669,-0.140364965,0.109918469,0.158650161,0.011130378,-0.266986492,-2.949605138,0.160396031,0.05290471,0.044863605,0.383419734
CAN,2009,3,7,Right,0,1,33630069,2.051796675,1.742083311,47769.5609,0.496996045,0.479045665,1.24E+12,3,0,1,2,0,2,1,0,3.1944444,0.33333334,5.75,3.5,14.16025212,0.146881715,4.814808071,9.19856233,0.066800561,13.1635314,7.956648676,4.014967506,2.254653365,1.022649054,3.124720446,2.616590664,-4,-1,-3,0,0,-1,-3,-1,0.25,0,0,0.75,-4.868420617,0.041527036,-0.835509355,-4.074438298,0.059159543,-4.898246935,-0.849294097,-9.808954731,0.357282508,0.249335101,0.029090859,0.793421417
CHE,2009,2,7,-999,0,0,7743831,2.060199976,1.945025682,68116.347,0.412415035,0.108133249,4.15405E+14,2,0,0,2,0,2,0,0,3.3611112,1.3333334,5,3.75,10.68730605,0.987211276,3.738459636,5.96163514,0.036649558,9.525892611,4.794761682,2.108294956,2.665405274,1.163701694,4.32236066,2.510153574,-5,-4,-1,0,0,-3,-2,0,0.1944445,0.3333334,0.25,0,3.477465779,0.345764597,1.249205899,1.882495282,-0.003704853,3.315379899,1.321757382,-0.974213295,0.189041799,-0.061087379,0.183935182,0.44427759
CHL,2009,4,7,Left,1,0,17009731,1.321234822,1.137571573,24769.9145,0.737711434,0.310611774,2.90081E+14,0,0,0,0,0,0,0,0,0.52777779,0.33333334,1.25,0,7.897080034,0.204954131,2.37096496,5.321160943,0.25623671,7.109994237,3.706790369,1.836134339,1.987013491,0.918040624,3.176582887,1.866416978,-2,0,-1,-1,0,-1,-2,0,0,0,0,0,0.113397103,-0.22343396,-0.184807322,0.521638384,0.213276206,0.145241402,-0.144829753,-2.624198129,0.145889729,0.078264213,0.045335092,0.314069823
CHN,2009,6,3,Left,1,0,1331260000,-0.519456625,0.093242049,9726.8602,0.562670193,0.995726161,9.86E+12,5,0,0,5,1,5,0,1,0.97222221,0.66666669,1.75,0.5,9.74151739,0.42751071,3.299240809,6.014765871,0,8.54450576,4.897256303,2.272367424,2.483918767,1.116587924,3.891681201,2.443487175,2,0,-1,3,1,3,-2,1,0.16666663,0,0,0.5,1.155141006,-0.026413925,0.400918654,0.780636277,-0.034140196,0.949358934,0.756474519,-2.839906629,0.20838797,0.108742842,0.09902659,0.41739438
DEU,2009,4,7,Right,0,1,81902307,1.746210337,1.575109243,46438.3905,0.477600645,0.242940853,3.09E+12,16,2,6,8,0,16,6,3,3.1388888,1.1666666,5.5,2.75,6.989808158,0.573561129,2.034806163,4.381440865,0.096608009,5.529629541,3.314420084,1.413008624,2.365132852,1.118718847,3.667751878,2.308927859,10,2,4,4,0,10,3,1,0.1111111,-0.1666668,0.25,0.25,0.760594504,-0.434857572,-0.147019484,1.34247156,-0.029849527,0.609713472,0.270974378,-1.043435252,0.213858949,0.002114072,0.174523115,0.464939712
ESP,2009,5,7,Left,1,0,46362946,1.054948092,0.941682339,38788.5558,0.461787095,0.22552525,1.45E+12,4,0,3,1,0,2,4,0,2.6666667,1,5,2,9.858671392,1.089497252,3.073081732,5.696092408,0.063218842,8.188697465,4.256392351,1.763085076,2.704294695,1.206299722,4.227231278,2.679353195,-4,-2,0,-2,0,-4,1,-2,0.1111111,-0.1666666,0.25,0.25,4.192004478,0.375529831,0.930632403,2.885842243,0.007121286,3.632724097,1.351931582,-0.145462673,0.206973647,-0.072578539,0.196873018,0.496626525
FRA,2009,2,7,Right,0,1,64706436,1.429969311,1.477054477,47481.5088,0.45305224,0.18778172,2.37E+12,14,2,4,8,0,9,6,1,3.6944444,1.3333334,5,4.75,8.6049981,0.762312302,3.01596017,4.826725628,0.06519749,7.846584424,3.938190874,1.883127374,2.53593007,1.177999022,4.24990392,2.179887331,11,2,2,7,0,7,4,0,0.2777777,-0.1666666,0.25,0.75,1.667760757,-0.270405719,0.677088699,1.261077777,-0.005774451,2.121716756,0.689446353,-0.55494238,0.15944292,-0.067625249,0.169949178,0.376004832
GBR,2009,2,7,Left,1,0,62276270,1.623889804,1.508096457,44450.1373,0.496839047,0.226449055,2.10E+12,8,2,1,5,0,6,4,4,2.6666667,2,5,1,9.206637332,0.697106926,3.099234545,5.410295861,0.082739883,8.220984741,4.132834508,1.842791839,2.482016184,1.076219539,3.882197544,2.487631543,4,2,-2,4,0,5,1,4,0.1944444,-0.1666667,0.25,0.5,2.087427901,0.068833398,0.782096628,1.236497875,-0.013470014,1.949451553,0.725366202,-1.717864751,0.211582647,-0.035319129,0.136233304,0.533833775
IDN,2009,5,7,0,0,0,243220028,-0.889640629,-0.330059111,9471.2492,0.598619715,0.420585018,1.44E+12,7,1,5,1,0,4,7,1,0.33333334,0,1,0,8.012486598,0.222951614,2.373638884,5.4158961,0.201839879,6.906845819,3.382983205,1.669544152,2.27757855,1.101899908,3.641964724,2.088870993,5,1,3,1,0,4,2,0,0,0,0,0,1.958483303,-0.229383874,0.345847287,1.842019891,0.171601939,1.720546798,0.540650952,-1.352716906,0.11190314,0.068897921,0.001550298,0.265261128
IND,2009,5,7,Left,1,0,1225524753,-0.452406287,-0.003295789,5193.1348,0.596489769,0.564335689,3.72E+12,5,0,4,1,0,3,5,1,1.5833334,0.5,3.5,0.75,8.603198162,0.53384045,2.328860438,5.740497273,0.173421328,7.847187134,3.529257959,2.282913155,2.132172265,0.995954822,3.432324547,1.968237467,1,0,3,-2,0,0,4,0,0.0833334,0,0,0.25,1.281985755,0.02056485,-0.117318099,1.378739004,0.138359687,1.666486777,-0.157188782,-1.519747308,0.171702518,0.033680183,0.068209235,0.41321814
ITA,2009,1,7,Right,0,1,59095365,0.194480166,0.417277068,43074.2976,0.483368205,0.198230457,2.08E+12,6,0,2,4,0,5,3,1,3.2777777,1.8333334,5,3,9.44156661,1.005913119,3.161687005,5.273966486,0.068194781,8.02780563,4.191542859,1.722275873,2.508737073,1.06467146,4.052585167,2.408954642,-4,-4,-1,1,0,-2,-1,0,0.1944444,-0.1666666,0.25,0.5,3.757134665,0.460953242,1.087642233,2.20853919,0.011340585,3.265264555,1.366780632,-0.522152903,0.166506253,-0.038325478,0.155063788,0.382780466
JPN,2009,1,7,Right,0,1,128047000,1.369224548,1.450104356,33886.4746,0.355088561,0.269837549,3.54E+12,9,0,3,6,0,6,3,0,3.1111112,1.8333334,4.5,3,8.383656496,0.33301371,2.209550656,5.84109213,0.312304518,7.835174906,3.548121343,2.306164116,1.904690694,0.866357627,3.107870426,1.739844072,6,-1,2,5,0,3,2,-1,0.1111112,0.3333334,0,0,0.312987848,0.13104158,-0.487609852,0.66955612,0.285804087,0.927946589,-0.621711223,-2.34915889,0.218381947,0.070598415,0.090775357,0.493772051
KOR,2009,2,7,Right,0,1,49307835,0.499742419,1.024816155,34191.754,0.472301288,0.389430233,1.29E+12,3,0,1,2,0,3,3,1,3.3055556,1.1666666,5.5,3.25,8.377741193,0.282398108,2.292799362,5.802543724,0.330199395,7.402535211,3.209102592,1.812607832,1.866948899,0.967405194,2.99062517,1.642816355,1,0,-1,2,0,3,1,1,0.1666668,0,0.25,0.25,1.721433838,-0.045279271,0.152146608,1.614566501,0.311039915,1.585558386,-0.126193177,-1.694043134,0.186028427,0.095494257,0.050470225,0.412120792
MEX,2009,3,7,Right,0,1,111999721,-0.365960121,0.141515777,23636.6526,0.749257494,0.389226531,1.61E+12,3,0,1,2,0,2,2,0,0.80555558,0.16666667,2.25,0,14.25643769,0.093121037,4.955531092,9.207785563,0.051334093,13.30817148,8.091268578,4.009463136,2.322615293,0.975169749,3.22681764,2.765858572,1,0,0,1,0,-1,1,-1,0.05555558,0.16666667,0,0,-4.615934741,-0.071903474,-0.694477316,-3.849553952,0.039264649,-4.490090652,-0.657728852,-9.545783569,0.366756225,0.237145674,0.025637568,0.83748529
NOR,2009,4,7,Left,1,0,4828726,1.984983444,1.837609529,76705.1194,0.396680119,0.244909443,2.75638E+14,1,1,0,0,0,2,0,1,3.6666667,3,5,3,8.719243445,1.051074236,2.584234623,5.083934586,0.05805439,7.464949575,3.934951339,2.14394849,2.484199885,1.176435463,4.156832255,2.119331976,1,1,0,0,0,2,0,0,0.6944444,-0.1666667,0.25,2,3.200691593,0.594958268,0.199940483,2.405792842,-0.058544016,3.421574521,0.876764226,0.333880287,0.103522229,-0.142425737,0.039147197,0.413845259
